datetime,load_forecast,load_true,sum_forecast,solar_forecast,onshore_forecast
1/1/2015 0:00,50137,49025,8104,0,7503
1/1/2015 0:15,49545,48534,8187,0,7588
1/1/2015 0:30,49067,48548,8280,0,7681
1/1/2015 0:45,48476,48249,8363,0,7765
1/1/2015 1:00,47452,47658,8655,0,8056
1/1/2015 1:15,47264,47184,8724,0,8126
1/1/2015 1:30,46722,46797,8801,0,8203
1/1/2015 1:45,46372,46490,8860,0,8262
1/1/2015 2:00,45985,46101,8888,0,8290
1/1/2015 2:15,45792,45832,8921,0,8322
1/1/2015 2:30,45728,45508,8932,0,8332
1/1/2015 2:45,45501,45035,8956,0,8355
1/1/2015 3:00,45473,44655,8972,0,8370
1/1/2015 3:15,45262,44378,9030,0,8427
1/1/2015 3:30,45232,43981,9067,0,8463
1/1/2015 3:45,45258,44001,9107,0,8501
1/1/2015 4:00,45331,43962,9141,0,8538
1/1/2015 4:15,45264,43789,9195,0,8592
1/1/2015 4:30,45490,43705,9257,0,8650
1/1/2015 4:45,45607,43606,9313,0,8705
1/1/2015 5:00,45783,43891,9364,0,8754
1/1/2015 5:15,45783,43693,9417,0,8807
1/1/2015 5:30,45737,43488,9466,0,8854
1/1/2015 5:45,45503,43286,9501,0,8888
1/1/2015 6:00,44242,43108,9584,0,8971
1/1/2015 6:15,43452,43511,9655,0,9042
1/1/2015 6:30,43979,44081,9738,0,9124
1/1/2015 6:45,44630,44481,9830,0,9216
1/1/2015 7:00,46213,44943,9916,0,9301
1/1/2015 7:15,47594,45134,10019,0,9404
1/1/2015 7:30,47858,45504,10145,0,9530
1/1/2015 7:45,48349,45923,10301,0,9685
1/1/2015 8:00,49339,46295,10408,3,9788
1/1/2015 8:15,49841,46491,10504,11,9876
1/1/2015 8:30,49804,46463,10606,40,9948
1/1/2015 8:45,50481,46896,10823,161,10043
1/1/2015 9:00,51565,47758,11080,335,10126
1/1/2015 9:15,52430,48487,11369,542,10207
1/1/2015 9:30,52860,49165,11703,762,10321
1/1/2015 9:45,53306,49788,12098,1035,10441
1/1/2015 10:00,53855,50119,12464,1324,10517
1/1/2015 10:15,54502,50829,12792,1609,10560
1/1/2015 10:30,55303,51537,13114,1893,10598
1/1/2015 10:45,55741,52054,13389,2135,10630
1/1/2015 11:00,56705,52940,13705,2355,10726
1/1/2015 11:15,57284,53447,13934,2556,10753
1/1/2015 11:30,57917,53899,14154,2753,10776
1/1/2015 11:45,57994,54368,14302,2874,10804
1/1/2015 12:00,58035,54796,14406,2969,10808
1/1/2015 12:15,58005,55193,14505,3030,10846
1/1/2015 12:30,57915,55186,14598,3061,10907
1/1/2015 12:45,56818,55020,14612,3018,10965
1/1/2015 13:00,55345,54627,14594,2953,11013
1/1/2015 13:15,54964,54124,14531,2857,11046
1/1/2015 13:30,55505,53754,14442,2737,11077
1/1/2015 13:45,55117,53642,14264,2534,11102
1/1/2015 14:00,54280,53243,14101,2312,11160
1/1/2015 14:15,54595,53095,13922,2073,11219
1/1/2015 14:30,55248,52991,13718,1815,11274
1/1/2015 14:45,54755,52682,13444,1496,11319
1/1/2015 15:00,54969,52861,13245,1174,11444
1/1/2015 15:15,54979,52963,13098,856,11614
1/1/2015 15:30,54831,53354,12971,581,11762
1/1/2015 15:45,54969,53763,12936,384,11923
1/1/2015 16:00,55502,54044,12903,233,12041
1/1/2015 16:15,55933,54622,12936,118,12188
1/1/2015 16:30,57043,55532,12995,25,12340
1/1/2015 16:45,58396,56546,13134,10,12494
1/1/2015 17:00,59344,58062,13266,0,12635
1/1/2015 17:15,60264,58926,13440,0,12809
1/1/2015 17:30,60885,59063,13626,0,12996
1/1/2015 17:45,61063,59008,13828,0,13198
1/1/2015 18:00,61475,58803,14018,0,13388
1/1/2015 18:15,61549,58519,14218,0,13588
1/1/2015 18:30,61500,58229,14397,0,13767
1/1/2015 18:45,61217,57826,14620,0,13991
1/1/2015 19:00,61071,57943,14851,0,14220
1/1/2015 19:15,60715,57860,15116,0,14485
1/1/2015 19:30,60306,57163,15386,0,14755
1/1/2015 19:45,59631,56122,15661,0,15030
1/1/2015 20:00,58893,55367,15956,0,15325
1/1/2015 20:15,57931,54595,16274,0,15644
1/1/2015 20:30,57047,53758,16650,0,16021
1/1/2015 20:45,56404,52772,17051,0,16423
1/1/2015 21:00,56317,52239,17343,0,16715
1/1/2015 21:15,56030,51966,17664,0,17035
1/1/2015 21:30,54627,51374,17942,0,17312
1/1/2015 21:45,54605,51605,18286,0,17655
1/1/2015 22:00,55582,57096,18623,0,17991
1/1/2015 22:15,55255,56446,18977,0,18350
1/1/2015 22:30,55505,55596,19368,0,18745
1/1/2015 22:45,54628,54923,19751,0,19132
1/1/2015 23:00,54016,54335,20041,0,19427
1/1/2015 23:15,53275,53079,20348,0,19730
1/1/2015 23:30,51354,52138,20665,0,20043
1/1/2015 23:45,49892,51447,20819,0,20193
1/2/2015 0:00,48143,49857,22425,0,21797
1/2/2015 0:15,45927,49722,22670,0,22045
1/2/2015 0:30,47127,48679,22936,0,22314
1/2/2015 0:45,46637,48452,23139,0,22522
1/2/2015 1:00,46044,47760,24038,0,23424
1/2/2015 1:15,45518,47170,24271,0,23657
1/2/2015 1:30,45267,46968,24526,0,23911
1/2/2015 1:45,44961,46806,24774,0,24160
1/2/2015 2:00,44605,46341,24980,0,24364
1/2/2015 2:15,44503,46262,25151,0,24534
1/2/2015 2:30,44525,46145,25338,0,24719
1/2/2015 2:45,44385,45872,25537,0,24917
1/2/2015 3:00,44549,45829,25713,0,25092
1/2/2015 3:15,44447,45748,25886,0,25263
1/2/2015 3:30,44410,45337,26078,0,25452
1/2/2015 3:45,44594,45417,26269,0,25640
1/2/2015 4:00,45238,45955,26408,0,25832
1/2/2015 4:15,45426,46307,26555,0,25975
1/2/2015 4:30,45742,46591,26721,0,26136
1/2/2015 4:45,46323,46976,26880,0,26291
1/2/2015 5:00,47017,48113,27012,0,26420
1/2/2015 5:15,47143,48495,27128,0,26533
1/2/2015 5:30,47795,49089,27259,0,26661
1/2/2015 5:45,48727,49828,27381,0,26780
1/2/2015 6:00,49506,50890,27453,0,26850
1/2/2015 6:15,50251,51754,27496,0,26891
1/2/2015 6:30,51562,53071,27522,0,26915
1/2/2015 6:45,52893,54050,27529,0,26920
1/2/2015 7:00,55357,55926,27537,0,26926
1/2/2015 7:15,57298,56761,27538,0,26926
1/2/2015 7:30,58203,57967,27539,0,26926
1/2/2015 7:45,59026,59449,27536,0,26921
1/2/2015 8:00,59968,61038,27535,6,26913
1/2/2015 8:15,60084,62177,27547,20,26909
1/2/2015 8:30,60302,62630,27583,63,26901
1/2/2015 8:45,60557,62556,27687,166,26901
1/2/2015 9:00,60965,63642,27825,289,26915
1/2/2015 9:15,61721,64320,27915,408,26886
1/2/2015 9:30,62091,64567,27981,530,26829
1/2/2015 9:45,62423,65058,28061,656,26782
1/2/2015 10:00,62718,65948,28143,775,26745
1/2/2015 10:15,62876,66106,28232,896,26712
1/2/2015 10:30,63229,66828,28299,1012,26661
1/2/2015 10:45,63675,67194,28369,1123,26620
1/2/2015 11:00,63963,67544,28415,1226,26562
1/2/2015 11:15,64480,67483,28467,1321,26519
1/2/2015 11:30,64623,67469,28465,1401,26437
1/2/2015 11:45,64400,67482,28420,1442,26350
1/2/2015 12:00,64544,67264,28445,1471,26340
1/2/2015 12:15,64288,66838,28543,1477,26432
1/2/2015 12:30,64284,66839,28410,1460,26316
1/2/2015 12:45,63262,66679,28388,1401,26353
1/2/2015 13:00,61898,66608,28307,1335,26337
1/2/2015 13:15,61671,66558,28143,1265,26243
1/2/2015 13:30,62254,66105,27987,1176,26176
1/2/2015 13:45,62066,65940,27845,1085,26125
1/2/2015 14:00,60625,65784,27642,979,26027
1/2/2015 14:15,61478,65451,27430,866,25929
1/2/2015 14:30,62053,65141,27233,755,25843
1/2/2015 14:45,61962,64974,27018,615,25768
1/2/2015 15:00,61907,65137,26802,472,25720
1/2/2015 15:15,61475,64956,26583,329,25643
1/2/2015 15:30,61504,64803,26389,201,25574
1/2/2015 15:45,61303,64974,26267,122,25529
1/2/2015 16:00,61957,65800,26383,69,25697
1/2/2015 16:15,62419,66508,26349,38,25693
1/2/2015 16:30,63442,66827,26323,16,25688
1/2/2015 16:45,64529,67376,26308,6,25681
1/2/2015 17:00,65370,68317,26341,0,25719
1/2/2015 17:15,66226,68518,26364,0,25741
1/2/2015 17:30,66479,68902,26385,0,25762
1/2/2015 17:45,66627,68948,26418,0,25794
1/2/2015 18:00,66502,69158,26433,0,25808
1/2/2015 18:15,66134,68646,26428,0,25802
1/2/2015 18:30,66005,68240,26438,0,25811
1/2/2015 18:45,65609,67578,26448,0,25820
1/2/2015 19:00,65148,66787,26465,0,25835
1/2/2015 19:15,64313,65887,26471,0,25841
1/2/2015 19:30,63682,65451,26466,0,25835
1/2/2015 19:45,62727,64669,26474,0,25843
1/2/2015 20:00,61478,63099,26695,0,26064
1/2/2015 20:15,60219,61716,26662,0,26030
1/2/2015 20:30,58994,60789,26616,0,25984
1/2/2015 20:45,58097,60234,26530,0,25898
1/2/2015 21:00,57546,59762,26445,0,25812
1/2/2015 21:15,55956,59469,26360,0,25727
1/2/2015 21:30,53975,58922,26270,0,25637
1/2/2015 21:45,53445,58820,26190,0,25557
1/2/2015 22:00,54075,59037,26112,0,25478
1/2/2015 22:15,54144,58401,26041,0,25407
1/2/2015 22:30,53274,57807,25962,0,25328
1/2/2015 22:45,52268,54160,25888,0,25254
1/2/2015 23:00,51953,53516,25725,0,25092
1/2/2015 23:15,51756,52406,25677,0,25044
1/2/2015 23:30,52045,51536,25605,0,24972
1/2/2015 23:45,50595,50576,25514,0,24880
1/3/2015 0:00,49815,48756,25199,0,24564
1/3/2015 0:15,48447,47881,25156,0,24521
1/3/2015 0:30,49828,47455,25092,0,24457
1/3/2015 0:45,49125,46749,25051,0,24415
1/3/2015 1:00,48413,46179,25404,0,24768
1/3/2015 1:15,47828,45532,25233,0,24597
1/3/2015 1:30,47395,45114,25084,0,24447
1/3/2015 1:45,47091,44788,24894,0,24257
1/3/2015 2:00,46753,44329,24757,0,24119
1/3/2015 2:15,46527,43721,24577,0,23939
1/3/2015 2:30,46400,42968,24425,0,23787
1/3/2015 2:45,46335,42704,24266,0,23629
1/3/2015 3:00,46321,42472,24060,0,23423
1/3/2015 3:15,46164,42129,23832,0,23195
1/3/2015 3:30,46490,42183,23618,0,22981
1/3/2015 3:45,46732,42211,23388,0,22750
1/3/2015 4:00,46656,42626,23163,0,22525
1/3/2015 4:15,46500,42455,23052,0,22416
1/3/2015 4:30,47098,42475,22953,0,22319
1/3/2015 4:45,47217,42604,22858,0,22225
1/3/2015 5:00,47039,43275,22764,0,22137
1/3/2015 5:15,46788,43005,22706,0,22077
1/3/2015 5:30,46848,42955,22654,0,22024
1/3/2015 5:45,46811,43678,22604,0,21973
1/3/2015 6:00,46832,43955,22563,0,21930
1/3/2015 6:15,46859,44280,22540,0,21906
1/3/2015 6:30,47281,44839,22526,0,21891
1/3/2015 6:45,48042,45602,22530,0,21895
1/3/2015 7:00,48922,46580,22509,0,21873
1/3/2015 7:15,49706,47256,22474,1,21837
1/3/2015 7:30,50655,48022,22428,1,21791
1/3/2015 7:45,51632,48940,22374,1,21736
1/3/2015 8:00,52841,49685,22350,10,21702
1/3/2015 8:15,53636,50259,22359,35,21687
1/3/2015 8:30,54539,50936,22395,82,21676
1/3/2015 8:45,55286,51999,22519,154,21728
1/3/2015 9:00,56352,53136,22640,257,21746
1/3/2015 9:15,57214,53672,22756,388,21731
1/3/2015 9:30,57672,54728,22956,543,21776
1/3/2015 9:45,58158,55509,23149,716,21796
1/3/2015 10:00,59025,55871,23288,887,21764
1/3/2015 10:15,59491,56070,23381,1043,21702
1/3/2015 10:30,59694,56335,23504,1182,21686
1/3/2015 10:45,60126,56920,23584,1297,21652
1/3/2015 11:00,60503,57496,23528,1388,21505
1/3/2015 11:15,60930,58368,23448,1464,21351
1/3/2015 11:30,61192,59471,23309,1518,21160
1/3/2015 11:45,60909,59841,23139,1545,20965
1/3/2015 12:00,60772,58651,22919,1544,20745
1/3/2015 12:15,60497,58813,22664,1525,20509
1/3/2015 12:30,60174,59569,22454,1493,20332
1/3/2015 12:45,59980,59384,22230,1446,20157
1/3/2015 13:00,59681,59285,21885,1372,19888
1/3/2015 13:15,59379,58456,21335,1263,19447
1/3/2015 13:30,58866,57988,20789,1146,19020
1/3/2015 13:45,58775,57451,20264,1013,18629
1/3/2015 14:00,58308,57372,19651,874,18155
1/3/2015 14:15,58028,56905,18976,732,17625
1/3/2015 14:30,57731,56691,18335,589,17129
1/3/2015 14:45,57606,56273,17684,458,16610
1/3/2015 15:00,57677,56543,17080,336,16136
1/3/2015 15:15,57220,56346,16579,236,15737
1/3/2015 15:30,56657,56268,16084,150,15328
1/3/2015 15:45,57312,56334,15623,80,14941
1/3/2015 16:00,58082,57025,15141,36,14503
1/3/2015 16:15,58468,58646,14875,20,14252
1/3/2015 16:30,58800,59016,14515,11,13898
1/3/2015 16:45,59511,59689,14188,2,13579
1/3/2015 17:00,59919,62070,13844,0,13235
1/3/2015 17:15,60835,62296,13640,0,13027
1/3/2015 17:30,61071,62740,13129,0,12513
1/3/2015 17:45,61121,63001,12764,0,12145
1/3/2015 18:00,61380,63119,12469,0,11846
1/3/2015 18:15,60853,62557,12218,0,11595
1/3/2015 18:30,60735,62036,11902,0,11278
1/3/2015 18:45,60563,61582,11689,0,11063
1/3/2015 19:00,60202,60665,11556,0,10929
1/3/2015 19:15,59770,60702,11588,0,10961
1/3/2015 19:30,59320,59489,11543,0,10917
1/3/2015 19:45,58572,59440,11554,0,10929
1/3/2015 20:00,57711,57604,11838,0,11215
1/3/2015 20:15,56684,56505,11985,0,11362
1/3/2015 20:30,55670,55506,12209,0,11586
1/3/2015 20:45,55177,54505,12382,0,11760
1/3/2015 21:00,54798,54010,12602,0,11981
1/3/2015 21:15,54441,53743,12853,0,12233
1/3/2015 21:30,54068,53570,13128,0,12509
1/3/2015 21:45,53819,53600,13400,0,12782
1/3/2015 22:00,54278,53909,13717,0,13098
1/3/2015 22:15,54532,54261,14024,0,13406
1/3/2015 22:30,54107,53650,14302,0,13684
1/3/2015 22:45,53261,52749,14593,0,13976
1/3/2015 23:00,52754,51804,14914,0,14300
1/3/2015 23:15,51285,51853,15277,0,14664
1/3/2015 23:30,50532,51209,15665,0,15051
1/3/2015 23:45,50361,50699,16045,0,15430
1/4/2015 0:00,49483,49719,16641,0,16641
1/4/2015 0:15,47893,48882,16982,0,16982
1/4/2015 0:30,46832,48653,17324,0,17324
1/4/2015 0:45,46509,47920,17667,0,17667
1/4/2015 1:00,45920,45033,19040,0,19040
1/4/2015 1:15,45588,44692,19178,0,19178
1/4/2015 1:30,45219,44762,19258,0,19258
1/4/2015 1:45,44538,44042,19338,0,19338
1/4/2015 2:00,44425,42852,19400,0,19400
1/4/2015 2:15,44167,42691,19431,0,19431
1/4/2015 2:30,44091,42542,19489,0,19489
1/4/2015 2:45,43912,42382,19518,0,19518
1/4/2015 3:00,44218,41511,19554,0,19554
1/4/2015 3:15,44432,41389,19606,0,19606
1/4/2015 3:30,44269,41586,19720,0,19720
1/4/2015 3:45,43985,41699,19744,0,19744
1/4/2015 4:00,44123,41660,19970,0,19970
1/4/2015 4:15,44112,41462,19945,0,19945
1/4/2015 4:30,44330,41779,19915,0,19915
1/4/2015 4:45,44263,41719,19852,0,19852
1/4/2015 5:00,44232,41658,19831,0,19831
1/4/2015 5:15,44033,41050,19780,0,19780
1/4/2015 5:30,43739,41203,19776,0,19776
1/4/2015 5:45,43184,40579,19652,0,19652
1/4/2015 6:00,42420,39565,19581,0,19581
1/4/2015 6:15,42119,39597,19491,0,19491
1/4/2015 6:30,42025,40881,19427,0,19427
1/4/2015 6:45,41992,41624,19329,0,19329
1/4/2015 7:00,42443,42564,19237,0,19237
1/4/2015 7:15,42951,42416,19156,0,19156
1/4/2015 7:30,43644,43749,19062,0,19062
1/4/2015 7:45,44659,44668,19002,0,19002
1/4/2015 8:00,45521,45382,18908,7,18901
1/4/2015 8:15,46181,46034,18819,27,18792
1/4/2015 8:30,47123,47065,18780,91,18689
1/4/2015 8:45,47996,47374,18883,309,18574
1/4/2015 9:00,49520,48203,19120,658,18462
1/4/2015 9:15,50410,49070,19410,1066,18344
1/4/2015 9:30,50973,49741,19735,1501,18234
1/4/2015 9:45,51646,50748,20113,1993,18120
1/4/2015 10:00,52284,51634,20486,2469,18017
1/4/2015 10:15,52763,52229,20901,2935,17966
1/4/2015 10:30,53329,52801,21288,3368,17920
1/4/2015 10:45,53785,53572,21571,3701,17870
1/4/2015 11:00,54671,54796,21768,3968,17800
1/4/2015 11:15,55450,56201,21998,4183,17815
1/4/2015 11:30,55957,56960,22243,4430,17813
1/4/2015 11:45,56108,57209,22347,4540,17807
1/4/2015 12:00,56262,56761,22405,4603,17802
1/4/2015 12:15,55985,56733,22391,4604,17787
1/4/2015 12:30,55659,56236,22306,4539,17767
1/4/2015 12:45,55183,55628,22154,4402,17752
1/4/2015 13:00,54665,55106,22017,4267,17750
1/4/2015 13:15,54338,54124,21808,4084,17724
1/4/2015 13:30,53844,53894,21577,3887,17690
1/4/2015 13:45,53486,53523,21247,3596,17651
1/4/2015 14:00,53207,53193,20855,3266,17589
1/4/2015 14:15,52590,52583,20411,2912,17499
1/4/2015 14:30,52275,52559,19885,2503,17382
1/4/2015 14:45,52181,52553,19328,2056,17272
1/4/2015 15:00,52296,52734,18792,1613,17179
1/4/2015 15:15,52289,52359,18254,1150,17104
1/4/2015 15:30,52153,52371,17764,722,17042
1/4/2015 15:45,52455,52645,17411,432,16979
1/4/2015 16:00,52749,53797,17032,240,16792
1/4/2015 16:15,53282,54418,16805,121,16684
1/4/2015 16:30,54017,54844,16604,43,16561
1/4/2015 16:45,55204,56131,16451,16,16435
1/4/2015 17:00,56630,57421,16311,0,16311
1/4/2015 17:15,57814,57967,16204,0,16204
1/4/2015 17:30,58266,58338,16101,0,16101
1/4/2015 17:45,58517,58551,15999,0,15999
1/4/2015 18:00,59086,58917,15886,0,15886
1/4/2015 18:15,59337,58624,15727,0,15727
1/4/2015 18:30,59322,58560,15524,0,15524
1/4/2015 18:45,59104,58445,15338,0,15338
1/4/2015 19:00,58842,57709,15183,0,15183
1/4/2015 19:15,58230,57235,15015,0,15015
1/4/2015 19:30,57780,57312,14854,0,14854
1/4/2015 19:45,56911,56714,14694,0,14694
1/4/2015 20:00,56110,55934,14640,0,14640
1/4/2015 20:15,55280,55299,14405,0,14405
1/4/2015 20:30,54567,54288,14168,0,14168
1/4/2015 20:45,53908,54253,13916,0,13916
1/4/2015 21:00,53879,53576,13759,0,13759
1/4/2015 21:15,53533,53312,13658,0,13658
1/4/2015 21:30,53543,53246,13532,0,13532
1/4/2015 21:45,53751,52988,13414,0,13414
1/4/2015 22:00,54551,54155,13278,0,13278
1/4/2015 22:15,54585,54042,13152,0,13152
1/4/2015 22:30,53914,54020,13018,0,13018
1/4/2015 22:45,52960,53044,12897,0,12897
1/4/2015 23:00,52297,52300,12792,0,12792
1/4/2015 23:15,51931,51398,12664,0,12664
1/4/2015 23:30,51453,50855,12542,0,12542
1/4/2015 23:45,50585,49820,12432,0,12432
1/5/2015 0:00,51003,49394,12177,0,11623
1/5/2015 0:15,50480,48671,12133,0,11581
1/5/2015 0:30,50145,48142,12100,0,11549
1/5/2015 0:45,49678,47774,12083,0,11533
1/5/2015 1:00,49198,47155,12329,0,11779
1/5/2015 1:15,48671,46274,12382,0,11834
1/5/2015 1:30,48291,46174,12403,0,11855
1/5/2015 1:45,48238,45871,12421,0,11876
1/5/2015 2:00,47612,45579,12436,0,11891
1/5/2015 2:15,47382,45293,12468,0,11924
1/5/2015 2:30,47282,45095,12476,0,11935
1/5/2015 2:45,47180,44958,12484,0,11944
1/5/2015 3:00,47273,44900,12500,0,11961
1/5/2015 3:15,47196,44901,12556,0,12020
1/5/2015 3:30,47311,44967,12596,0,12064
1/5/2015 3:45,47389,44963,12639,0,12111
1/5/2015 4:00,47782,45349,12606,0,12074
1/5/2015 4:15,48105,45705,12654,0,12129
1/5/2015 4:30,48530,46129,12675,0,12156
1/5/2015 4:45,49064,46919,12693,0,12182
1/5/2015 5:00,49714,48419,12690,0,12181
1/5/2015 5:15,50698,49454,12657,0,12159
1/5/2015 5:30,51544,50399,12624,0,12135
1/5/2015 5:45,52486,51863,12589,0,12112
1/5/2015 6:00,54481,53625,12521,0,12053
1/5/2015 6:15,56543,55448,12413,0,11956
1/5/2015 6:30,57889,57185,12296,0,11851
1/5/2015 6:45,59256,59055,12179,0,11746
1/5/2015 7:00,61336,61046,12061,0,11638
1/5/2015 7:15,62577,62292,11926,0,11516
1/5/2015 7:30,63288,63254,11795,0,11397
1/5/2015 7:45,63981,64250,11662,0,11277
1/5/2015 8:00,65060,65813,11531,7,11150
1/5/2015 8:15,65250,66221,11387,26,10998
1/5/2015 8:30,65467,66713,11332,138,10842
1/5/2015 8:45,65875,66873,11461,428,10690
1/5/2015 9:00,66134,67611,11671,778,10559
1/5/2015 9:15,66527,67853,11959,1192,10440
1/5/2015 9:30,67038,68182,12260,1612,10330
1/5/2015 9:45,66831,68488,12596,2067,10219
1/5/2015 10:00,67670,68791,12957,2507,10144
1/5/2015 10:15,67874,68996,13316,2952,10060
1/5/2015 10:30,68558,69225,13640,3366,9973
1/5/2015 10:45,68323,69423,13936,3753,9883
1/5/2015 11:00,68745,69601,14196,4111,9794
1/5/2015 11:15,69367,69965,14395,4429,9674
1/5/2015 11:30,69657,70067,14574,4726,9555
1/5/2015 11:45,69639,69924,14611,4885,9435
1/5/2015 12:00,69364,69828,14727,5014,9334
1/5/2015 12:15,69980,70093,14648,5088,9185
1/5/2015 12:30,69282,70253,14522,5105,9044
1/5/2015 12:45,69886,70112,14302,5035,8897
1/5/2015 13:00,69098,70206,13994,4909,8721
1/5/2015 13:15,67196,69715,13583,4753,8478
1/5/2015 13:30,68879,69371,13132,4548,8243
1/5/2015 13:45,68091,68905,12538,4208,8003
1/5/2015 14:00,66061,68764,11973,3863,7790
1/5/2015 14:15,65781,68816,11358,3475,7577
1/5/2015 14:30,66035,68328,10697,3056,7353
1/5/2015 14:45,67835,68257,9995,2596,7129
1/5/2015 15:00,67861,68684,9341,2126,6951
1/5/2015 15:15,67760,68367,8715,1654,6814
1/5/2015 15:30,67234,67712,8115,1201,6685
1/5/2015 15:45,66740,67275,7577,803,6563
1/5/2015 16:00,67366,67752,7088,471,6420
1/5/2015 16:15,67011,68349,6677,227,6262
1/5/2015 16:30,67413,68583,6345,63,6101
1/5/2015 16:45,68147,69410,6135,22,5941
1/5/2015 17:00,68617,71527,5946,0,5782
1/5/2015 17:15,69165,72800,5810,0,5648
1/5/2015 17:30,69680,73129,5672,0,5513
1/5/2015 17:45,70082,73321,5548,0,5392
1/5/2015 18:00,70026,72726,5433,0,5277
1/5/2015 18:15,69973,72282,5343,0,5182
1/5/2015 18:30,70495,71918,5249,0,5083
1/5/2015 18:45,70658,71836,5156,0,4988
1/5/2015 19:00,70083,71375,5048,0,4874
1/5/2015 19:15,69743,70696,4956,0,4773
1/5/2015 19:30,69167,70050,4859,0,4667
1/5/2015 19:45,68315,69287,4758,0,4558
1/5/2015 20:00,66896,67640,4694,0,4484
1/5/2015 20:15,65989,66399,4646,0,4429
1/5/2015 20:30,64809,65513,4583,0,4359
1/5/2015 20:45,63821,64596,4534,0,4301
1/5/2015 21:00,62870,63263,4454,0,4214
1/5/2015 21:15,62603,62873,4383,0,4139
1/5/2015 21:30,61550,62356,4309,0,4058
1/5/2015 21:45,61040,61900,4233,0,3977
1/5/2015 22:00,61045,62181,4164,0,3911
1/5/2015 22:15,60807,61697,4094,0,3839
1/5/2015 22:30,59714,60876,4001,0,3745
1/5/2015 22:45,58606,59921,3934,0,3675
1/5/2015 23:00,55419,58071,3739,0,3507
1/5/2015 23:15,56405,57036,3702,0,3470
1/5/2015 23:30,55451,56241,3659,0,3428
1/5/2015 23:45,54625,55624,3594,0,3365
1/6/2015 0:00,54442,54099,3491,0,3272
1/6/2015 0:15,49935,53086,3414,0,3193
1/6/2015 0:30,52796,52372,3345,0,3122
1/6/2015 0:45,52169,51814,3287,0,3064
1/6/2015 1:00,51786,50979,3299,0,3073
1/6/2015 1:15,51137,50388,3238,0,3009
1/6/2015 1:30,50694,50016,3176,0,2944
1/6/2015 1:45,50238,49679,3124,0,2888
1/6/2015 2:00,49895,49289,3101,0,2862
1/6/2015 2:15,49566,48903,3032,0,2790
1/6/2015 2:30,50006,48879,2960,0,2715
1/6/2015 2:45,49466,48880,2905,0,2656
1/6/2015 3:00,49541,48952,2851,0,2602
1/6/2015 3:15,49339,48890,2803,0,2551
1/6/2015 3:30,49406,48911,2762,0,2508
1/6/2015 3:45,49657,48853,2717,0,2462
1/6/2015 4:00,49879,49292,2592,0,2347
1/6/2015 4:15,50182,49346,2615,0,2367
1/6/2015 4:30,50478,49609,2598,0,2345
1/6/2015 4:45,50839,49954,2585,0,2330
1/6/2015 5:00,51820,50483,2590,0,2330
1/6/2015 5:15,52325,50713,2632,0,2368
1/6/2015 5:30,53043,51040,2646,0,2377
1/6/2015 5:45,54030,51793,2678,0,2404
1/6/2015 6:00,55575,52778,2735,0,2457
1/6/2015 6:15,56803,54365,2796,0,2508
1/6/2015 6:30,58803,55921,2848,0,2554
1/6/2015 6:45,59311,57045,2911,0,2610
1/6/2015 7:00,61477,59258,2960,0,2650
1/6/2015 7:15,62671,60368,3017,0,2700
1/6/2015 7:30,63423,61535,3072,0,2749
1/6/2015 7:45,64109,62404,3134,1,2804
1/6/2015 8:00,65547,63188,3214,13,2866
1/6/2015 8:15,65782,63328,3321,53,2924
1/6/2015 8:30,66106,63682,3589,257,2979
1/6/2015 8:45,66587,64054,4146,738,3046
1/6/2015 9:00,66735,64308,4756,1301,3089
1/6/2015 9:15,67445,64828,5446,1916,3153
1/6/2015 9:30,68079,65412,6135,2550,3199
1/6/2015 9:45,68378,66227,6917,3256,3264
1/6/2015 10:00,68922,66369,7660,3941,3315
1/6/2015 10:15,68760,66934,8369,4609,3357
1/6/2015 10:30,69320,67245,9021,5232,3384
1/6/2015 10:45,69637,67676,9577,5746,3426
1/6/2015 11:00,69984,67873,10017,6206,3417
1/6/2015 11:15,70322,68532,10446,6595,3459
1/6/2015 11:30,70725,68758,10833,6929,3516
1/6/2015 11:45,71126,68580,11028,7086,3558
1/6/2015 12:00,70948,68425,11146,7160,3591
1/6/2015 12:15,70696,67932,11165,7186,3583
1/6/2015 12:30,69846,67657,11138,7145,3595
1/6/2015 12:45,69649,67424,10870,6886,3584
1/6/2015 13:00,68375,67193,10589,6600,3585
1/6/2015 13:15,69636,66802,10278,6279,3589
1/6/2015 13:30,69638,66340,9908,5878,3615
1/6/2015 13:45,68702,65781,9427,5377,3628
1/6/2015 14:00,66330,65505,8999,4865,3702
1/6/2015 14:15,66018,64999,8553,4310,3804
1/6/2015 14:30,68542,64779,8091,3737,3912
1/6/2015 14:45,64522,64716,7592,3137,4009
1/6/2015 15:00,67530,64782,7075,2526,4120
1/6/2015 15:15,67517,64849,6614,1919,4261
1/6/2015 15:30,67175,64628,6196,1347,4409
1/6/2015 15:45,66788,64588,5901,904,4554
1/6/2015 16:00,67170,65332,5684,548,4690
1/6/2015 16:15,66700,65962,5582,284,4851
1/6/2015 16:30,67198,66864,5542,77,5018
1/6/2015 16:45,67858,67999,5661,27,5185
1/6/2015 17:00,68568,70003,5792,1,5345
1/6/2015 17:15,69092,70813,5956,1,5515
1/6/2015 17:30,69484,71634,6108,0,5672
1/6/2015 17:45,69735,72428,6281,0,5851
1/6/2015 18:00,70114,71796,6418,0,5989
